"plot";"abbr";"layer";"cov";"comment";"determined";"history"
"Morton1950:1327";"dian cart lati";"hl";"1";;;
"Morton1950:1327";"frax exce";"hl";"1";;;
"Morton1950:1327";"gali moll aggr";"hl";"1";;;
"Morton1950:1327";"glob cord";"hl";"1";;;
"Morton1950:1327";"jovi glob hirt";"hl";"1";;;
"Morton1950:1327";"juni sabi";"hl";"+";;;
"Morton1950:1327";"lase lati lati";"hl";"2";;;
"Morton1950:1327";"meli cili";"hl";"1";;;
"Morton1950:1327";"pinu sylv";"hl";"1";;;
"Morton1950:1327";"pote caul";"hl";"1";;;
"Morton1950:1327";"rham cath";"hl";"1";;;
"Morton1950:1327";"rosa cani";"hl";"1";;;
"Morton1950:1327";"schi apoc";"ml";"1";;;
"Morton1950:1327";"sedu albu";"hl";"2";;;
"Morton1950:1327";"sesl caer";"hl";"1";;;
"Morton1950:1327";"sile nuta nuta";"hl";"1";;;
"Morton1950:1327";"sorb aria aggr";"sl";"1";;;
"Morton1950:1327";"teuc mont";"hl";"1";;;
"Morton1950:1327";"thym prae poly";"hl";"1";"Thymus vallicola (H. Hr.) Ronn.";;
"Morton1950:1327";"tric cris";"ml";"1";;;
"Morton1950:1327";"vinc hiru";"hl";"1";;;
"Morton1950:1328";"alli lusi";"hl";"4";;;
"Morton1950:1328";"amel oval";"hl";"1";;;
"Morton1950:1328";"arab aren";"hl";"1";;;
"Morton1950:1328";"aspl ruta";"hl";"1";;;
"Morton1950:1328";"aspl tric slat";"hl";"+";;;
"Morton1950:1328";"berb vulg";"hl";"1";;;
"Morton1950:1328";"buph sali";"hl";"1";;;
"Morton1950:1328";"card defl viri";"hl";"1";;;
"Morton1950:1328";"dian cart lati";"hl";"1";;;
"Morton1950:1328";"echi vulg";"hl";"1";;;
"Morton1950:1328";"eric carn";"hl";"2";;;
"Morton1950:1328";"frag vesc";"hl";"1";;;
"Morton1950:1328";"gali moll aggr";"hl";"2";;;
"Morton1950:1328";"gali trun";"hl";"1";;;
"Morton1950:1328";"gymn robe";"hl";"+";"Nephrodium dryopteris";;
"Morton1950:1328";"jovi glob hirt";"hl";"1";;;
"Morton1950:1328";"juni comm comm";"hl";"2";;;
"Morton1950:1328";"juni sabi";"hl";"4";;;
"Morton1950:1328";"lase lati lati";"hl";"1";;;
"Morton1950:1328";"lina vulg";"hl";"+";;;
"Morton1950:1328";"pice abie";"sl";"1";;;
"Morton1950:1328";"poly vulg";"hl";"1";;;
"Morton1950:1328";"rham cath";"sl";"1";;;
"Morton1950:1328";"rosa rubi";"hl";"1";;;
"Morton1950:1328";"sedu albu";"hl";"1";;;
"Morton1950:1328";"sile nuta nuta";"hl";"1";;;
"Morton1950:1328";"taxu bacc";"hl";"1";;;
"Morton1950:1328";"teuc mont";"hl";"1";;;
"Morton1950:1328";"vibu lant";"hl";"1";;;
"Morton1950:1328";"vinc hiru";"hl";"1";"Cynanchus vinecetoxicum, Cynanchum laxum ";;
"Morton1950:1330";"acer pseu";"hl";"1";;;
"Morton1950:1330";"alli lusi";"hl";"1";;;
"Morton1950:1330";"amel oval";"hl";"1";;;
"Morton1950:1330";"anth ramo";"hl";"+";;;
"Morton1950:1330";"arab aren";"hl";"1";;;
"Morton1950:1330";"barb rigi";"ml";"1";;;
"Morton1950:1330";"berb vulg";"hl";"1";;;
"Morton1950:1330";"beto alop";"hl";"1";"Stachys jacquini";;
"Morton1950:1330";"brac velu";"ml";"1";;;
"Morton1950:1330";"bryu arge";"ml";"1";;;
"Morton1950:1330";"buph sali";"hl";"1";;;
"Morton1950:1330";"card defl viri";"hl";"1";;;
"Morton1950:1330";"clin acin";"hl";"1";"Saturea alpina";;
"Morton1950:1330";"cory avel";"hl";"1";;;
"Morton1950:1330";"dian cart lati";"hl";"+";;;
"Morton1950:1330";"eric carn";"hl";"1";;;
"Morton1950:1330";"erig glab cand";"hl";"1";"Erigeron polymorphus";;
"Morton1950:1330";"euon lati";"hl";"+";;;
"Morton1950:1330";"frag vesc";"hl";"1";;;
"Morton1950:1330";"gali moll aggr";"hl";"1";"Galium mollugo var. erectum";;
"Morton1950:1330";"glob cord";"hl";"1";;;
"Morton1950:1330";"hipp como";"hl";"1";;;
"Morton1950:1330";"homa seri";"ml";"1";;;
"Morton1950:1330";"hypn cupr";"ml";"1";;;
"Morton1950:1330";"juni comm comm";"hl";"1";"Juniperus intermedia";;
"Morton1950:1330";"juni sabi";"hl";"1";;;
"Morton1950:1330";"kern saxa";"hl";"1";;;
"Morton1950:1330";"lase lati lati";"hl";"1";;;
"Morton1950:1330";"linu cath";"hl";"1";;;
"Morton1950:1330";"lotu corn slat";"hl";"1";;;
"Morton1950:1330";"medi lupu";"hl";"1";;;
"Morton1950:1330";"metz furc";"ml";"1";;;
"Morton1950:1330";"orig vulg";"hl";"1";;;
"Morton1950:1330";"pice abie";"sl";"1";;;
"Morton1950:1330";"poly odor";"hl";"1";"Polygonatum officinale";;
"Morton1950:1330";"pter fili";"ml";"1";;;
"Morton1950:1330";"radu comp";"ml";"1";;;
"Morton1950:1330";"rosa cani";"hl";"1";"Rosa canina var. delicida";;
"Morton1950:1330";"saxi pani";"hl";"2";"Saxifraga aizon";;
"Morton1950:1330";"schi apoc";"ml";"1";;;
"Morton1950:1330";"sedu albu";"hl";"1";;;
"Morton1950:1330";"sesl caer";"hl";"1";;;
"Morton1950:1330";"sile nuta nuta";"hl";"1";;;
"Morton1950:1330";"sorb aria aggr";"hl";"1";;;
"Morton1950:1330";"taxu bacc";"hl";"1";;;
"Morton1950:1330";"teuc mont";"hl";"1";;;
"Morton1950:1330";"thui phil";"ml";"1";;;
"Morton1950:1330";"thym prae poly";"hl";"1";"Thymus polytrichus var. viridis";;
"Morton1950:1330";"tort tort";"ml";"1";;;
"Morton1950:1330";"tric cris";"ml";"1";;;
"Morton1950:1330";"vinc hiru";"hl";"2";;;
"Morton1950:1344";"alli lusi";"hl";"1";;;
"Morton1950:1344";"amel oval";"hl";"1";;;
"Morton1950:1344";"anth ramo";"hl";"1";;;
"Morton1950:1344";"aspl ruta";"hl";"1";;;
"Morton1950:1344";"berb vulg";"hl";"1";;;
"Morton1950:1344";"beto alop";"hl";"1";"Stachys jacquini";;
"Morton1950:1344";"cala vari";"hl";"1";;;
"Morton1950:1344";"card defl viri";"hl";"1";;;
"Morton1950:1344";"care mucr";"hl";"1";;;
"Morton1950:1344";"cent scab slat";"hl";"1";;;
"Morton1950:1344";"cory avel";"hl";"1";;;
"Morton1950:1344";"dian cart lati";"hl";"1";;;
"Morton1950:1344";"ditr flex";"ml";"1";;;
"Morton1950:1344";"erys sylv";"hl";"1";;;
"Morton1950:1344";"euph cypa";"hl";"1";;;
"Morton1950:1344";"gali anis";"hl";"1";"Galium pumilum";;
"Morton1950:1344";"gali moll aggr";"hl";"1";;;
"Morton1950:1344";"gali trun";"hl";"1";;;
"Morton1950:1344";"glob cord";"hl";"1";;;
"Morton1950:1344";"heli numm obsc";"hl";"1";"Helianthemum ovataum";;
"Morton1950:1344";"hier bupl";"hl";"1";;;
"Morton1950:1344";"hipp como";"hl";"1";;;
"Morton1950:1344";"jovi glob hirt";"hl";"1";;;
"Morton1950:1344";"juni comm comm";"hl";"1";"Juniperus intermedia";;
"Morton1950:1344";"juni sabi";"hl";"2";;;
"Morton1950:1344";"kern saxa";"hl";"1";;;
"Morton1950:1344";"lase lati lati";"hl";"1";;;
"Morton1950:1344";"orob spec ies";"hl";"1";;;
"Morton1950:1344";"pice abie";"sl";"1";;;
"Morton1950:1344";"pinu sylv";"sl";"1";;;
"Morton1950:1344";"pote caul";"hl";"1";;;
"Morton1950:1344";"prim auri slat";"hl";"1";;;
"Morton1950:1344";"prun spin";"hl";"1";;;
"Morton1950:1344";"rosa rubi";"sl";"1";;;
"Morton1950:1344";"salv vert";"hl";"1";;;
"Morton1950:1344";"sedu albu";"hl";"1";;;
"Morton1950:1344";"sesl caer";"hl";"1";;;
"Morton1950:1344";"sile nuta nuta";"hl";"1";;;
"Morton1950:1344";"sorb aria aggr";"sl";"1";;;
"Morton1950:1344";"teuc cham";"hl";"1";;;
"Morton1950:1344";"teuc mont";"hl";"1";;;
"Morton1950:1344";"thal minu slat";"hl";"1";;;
"Morton1950:1344";"thes alpi";"hl";"1";;;
"Morton1950:1344";"thym prae poly";"hl";"1";"Thymus polytrichus var. blandus, Thymus polytrichus var. trachselii";;
"Morton1950:1344";"tort tort";"ml";"2";;;
"Morton1950:1344";"vinc hiru";"hl";"1";;;
"Morton1950:1344a";"anth ramo";"hl";"1";;;
"Morton1950:1344a";"berb vulg";"hl";"1";;;
"Morton1950:1344a";"beto alop";"hl";"1";"Stachys jacquini";;
"Morton1950:1344a";"cala vari";"hl";"1";;;
"Morton1950:1344a";"dian cart lati";"hl";"1";;;
"Morton1950:1344a";"glob cord";"hl";"1";;;
"Morton1950:1344a";"juni comm comm";"hl";"1";;;
"Morton1950:1344a";"juni sabi";"hl";"1";;;
"Morton1950:1344a";"pinu sylv";"sl";"1";;;
"Morton1950:1344a";"poly odor";"hl";"1";"Polygonatum officinale";;
"Morton1950:1344a";"rham cath";"hl";"1";;;
"Morton1950:1344a";"rosa spec ies";"hl";"+";;;
"Morton1950:1344a";"sedu albu";"hl";"1";;;
"Morton1950:1344a";"sesl caer";"hl";"1";;;
"Morton1950:1344a";"soli virg virg";"hl";"1";;;
"Morton1950:1344a";"teuc mont";"hl";"1";;;
"Morton1950:1344a";"thym prae poly";"hl";"1";"Thymus polytrichus var. blandus, Thymus polytrichus var. trachselii";;
"Morton1950:1344a";"vinc hiru";"hl";"1";;;
"Morton1950:1345";"amel oval";"hl";"1";;;
"Morton1950:1345";"arab aren";"hl";"1";;;
"Morton1950:1345";"berb vulg";"hl";"1";;;
"Morton1950:1345";"beto alop";"hl";"1";"Stachys jacquini";;
"Morton1950:1345";"brac pinn";"hl";"1";;;
"Morton1950:1345";"buph sali";"hl";"1";;;
"Morton1950:1345";"frax exce";"sl";"1";;;
"Morton1950:1345";"gali moll aggr";"hl";"1";"Galium mollugo";;
"Morton1950:1345";"juni sabi";"hl";"4";;;
"Morton1950:1345";"medi lupu";"hl";"1";;;
"Morton1950:1345";"meli cili";"hl";"1";;;
"Morton1950:1345";"orig vulg";"hl";"1";;;
"Morton1950:1345";"rosa rubi";"hl";"1";;;
"Morton1950:1345";"sedu albu";"hl";"1";;;
"Morton1950:1345";"sile nuta nuta";"hl";"1";;;
"Morton1950:1345";"sorb aria aggr";"sl";"1";;;
"Morton1950:1345";"teuc cham";"hl";"1";;;
"Morton1950:2/49";"achi clav";"hl";"1";;;
"Morton1950:2/49";"atha cret";"hl";"1";;;
"Morton1950:2/49";"buph sali";"hl";"1";;;
"Morton1950:2/49";"enca cont";"ml";"1";;;
"Morton1950:2/49";"enca vulg";"ml";"1";;;
"Morton1950:2/49";"glob cord";"hl";"1";;;
"Morton1950:2/49";"juni sabi";"hl";"3";;;
"Morton1950:2/49";"kern saxa";"hl";"1";;;
"Morton1950:2/49";"leon hisp slat";"hl";"1";;;
"Morton1950:2/49";"pote caul";"hl";"1";;;
"Morton1950:2/49";"prim auri slat";"hl";"+";;;
"Morton1950:2/49";"rham pumi";"hl";"2";;;
"Morton1950:2/49";"tort incl";"ml";"1";;;
"Morton1950:2/49";"vinc hiru";"hl";"2";;;
"Morton1950:5/56";"atha cret";"hl";"1";;;
"Morton1950:5/56";"cten moll slat";"ml";"1";;;
"Morton1950:5/56";"enca vulg";"ml";"1";;;
"Morton1950:5/56";"fest rupi rina";"hl";"2";;;
"Morton1950:5/56";"glob cord";"hl";"1";;;
"Morton1950:5/56";"heli parl";"hl";"2";;;
"Morton1950:5/56";"hipp como";"hl";"2";;;
"Morton1950:5/56";"juni sabi";"hl";"2";;;
"Morton1950:5/56";"myur jula";"ml";"1";;;
"Morton1950:5/56";"schi apoc";"ml";"1";;;
"Morton1950:5/56";"sorb aria aggr";"hl";"+";;;
"Morton1950:5/56";"tort tort";"ml";"1";;;
"Morton1950:5/56";"tric cris";"ml";"1";;;
"Morton1950:5/56";"ulot ludw";"ml";"1";;;
"Morton1950:6/46";"achi clav";"hl";"1";;;
"Morton1950:6/46";"alli lusi";"hl";"1";;;
"Morton1950:6/46";"amel oval";"hl";"1";;;
"Morton1950:6/46";"arab aren";"hl";"1";;;
"Morton1950:6/46";"aspl ruta";"hl";"+";;;
"Morton1950:6/46";"aspl viri";"hl";"1";;;
"Morton1950:6/46";"buph sali";"hl";"1";;;
"Morton1950:6/46";"card defl viri";"hl";"1";;;
"Morton1950:6/46";"clin acin";"hl";"1";"Saturea alpina";;
"Morton1950:6/46";"dian cart lati";"hl";"1";;;
"Morton1950:6/46";"erig glab cand";"hl";"1";"Erigeron polymorphus";;
"Morton1950:6/46";"fest rupi rina";"hl";"2";;;
"Morton1950:6/46";"frax exce";"hl";"1";;;
"Morton1950:6/46";"gali meli";"hl";"1";;;
"Morton1950:6/46";"gali trun";"hl";"1";;;
"Morton1950:6/46";"glob cord";"hl";"1";;;
"Morton1950:6/46";"gymn cono cono";"hl";"1";;;
"Morton1950:6/46";"heli parl";"hl";"2";;;
"Morton1950:6/46";"juni comm nana";"hl";"+";;;
"Morton1950:6/46";"juni sabi";"hl";"2";;;
"Morton1950:6/46";"lase lati lati";"hl";"+";;;
"Morton1950:6/46";"lotu corn slat";"hl";"+";;;
"Morton1950:6/46";"pice abie";"hl";"1";;;
"Morton1950:6/46";"rhin glac";"hl";"1";"Rhinanthus aristatus var. angustifolius";;
"Morton1950:6/46";"rosa spec ies";"hl";"+";;;
"Morton1950:6/46";"sedu albu";"hl";"1";;;
"Morton1950:6/46";"sorb aria aggr";"hl";"+";;;
"Morton1950:6/46";"teuc mont";"hl";"1";;;
"Morton1950:6/46";"thal minu slat";"hl";"1";;;
"Morton1950:6/46";"thym prae poly";"hl";"1";"Thymus polytrichus var. trachselii Rann., Thymus polytrichus var. viridis";;
"Morton1950:6/46";"vinc hiru";"hl";"2";;;
"Morton1950:9/49";"amel oval";"hl";"1";;;
"Morton1950:9/49";"berb vulg";"hl";"1";;;
"Morton1950:9/49";"eric carn";"hl";"1";;;
"Morton1950:9/49";"glob cord";"hl";"1";;;
"Morton1950:9/49";"juni sabi";"hl";"1";;;
"Morton1950:9/49";"poly odor";"hl";"+";"Polygonatum officinale";;
"Morton1950:9/49";"pote caul";"hl";"1";;;
"Morton1950:9/49";"saxi caes";"hl";"+";;;
"Morton1950:9/49";"sorb aria aggr";"hl";"1";;;
"Morton1950:9/49";"taxu bacc";"hl";"+";;;
"Morton1950:9/49";"teuc mont";"hl";"1";;;
"Morton1950:9/49";"tort incl";"ml";"1";;;
"Morton1950:9/49";"tort tort";"ml";"1";;;
"Morton1950:9/49";"vinc hiru";"hl";"1";;;
"Schmiederer2002:1/ME03";"leuc alpi";"hl";"+";;;
"Schmiederer2002:1/ME03";"phyt conf";"hl";1;;;
"Schmiederer2002:1/ME03";"care curv curv";"hl";1;;;
"Schmiederer2002:1/ME03";"phyt glob";"hl";"+";;;
"Schmiederer2002:1/ME03";"tham verm verm";"ml";1;;;
"Schmiederer2002:1/ME03";"flav niva";"ml";"+";;;
"Schmiederer2002:1/ME03";"fest vari";"hl";"2b";;;
"Schmiederer2002:1/ME03";"junc trif";"hl";1;;;
"Schmiederer2002:1/ME03";"agro rupe rupe";"hl";1;;;
"Schmiederer2002:1/ME03";"pach mute";"hl";"2a";;;
"Schmiederer2002:1/ME03";"ante carp";"hl";"+";;;
"Schmiederer2002:1/ME03";"luzu alpi losa";"hl";"+";;;
"Schmiederer2002:1/ME03";"vale celt nori";"hl";1;;;
"Schmiederer2002:1/ME03";"cetr isla isla";"ml";1;;;
"Schmiederer2002:1/ME03";"prim mini";"hl";1;;;
"Schmiederer2002:1/ME03";"sile acau exsc";"hl";1;;;
"Schmiederer2002:1/ME03";"sali retu";"hl";3;;;
"Schmiederer2002:1/ME03";"pedi vert";"hl";"2a";;;
"Schmiederer2002:1/ME03";"pers vivi";"hl";"2b";;;
"Schmiederer2002:1/ME03";"euph mini";"hl";"2m";;;
"Schmiederer2002:1/ME03";"camp sche";"hl";1;;;
"Schmiederer2002:1/ME03";"anth alpi";"hl";"+";;;
"Schmiederer2002:1/ME03";"care atra";"hl";"+";;;
"Schmiederer2002:1/ME03";"coel viri";"hl";"+";;;
"Schmiederer2002:1/ME03";"fest pict";"hl";"+";;;
"Schmiederer2002:1/ME03";"homo disc";"hl";"2a";;;
"Schmiederer2002:1/ME03";"junc jacq";"hl";"2m";;;
"Schmiederer2002:1/ME03";"kobr myos";"hl";"+";;;
"Schmiederer2002:1/ME03";"leon hisp slat";"hl";"+";;;
"Schmiederer2002:1/ME03";"myos alpe";"hl";1;;;
"Schmiederer2002:1/ME03";"poa alpi";"hl";"+";;;
"Schmiederer2002:1/ME03";"pote aure";"hl";"+";;;
"Schmiederer2002:1/ME03";"vero aphy";"hl";"+";;;
